name	figi	ticker	class_code
Eli Lilly & Co	TCSF24571083	US5324571083	A30
CONSOL Energy Inc.	TCSF854L1089	US20854L1089	A29
IPO Делимобиль	ISSUANCEDEMO	ISSUANCEDEMO	ISSUANCEDEMO
IDACORP, Inc.	BBG000BLR3Y7	IDA	SPBXM
QuidelOrtho Corp	US2197981051	US2197981051	SPBXM_OTC
Corbus Pharmaceuticals Holding	BBG0078PJKQ7	US21833P3010	CRBP
Swatch Group AG/The	TCSF01231065	US8701231065	A29
Revolve Group Inc	TCSF156B1070	US76156B1070	A30
JD.com	US47215P1066	US47215P1066	SPBXM_OTC
Autoliv, Inc.	BBG000BVLRY8	ALV	SPBXM
CC Neuberger Principal Holdings II	BBG00WJT9N87	PRPB	PRPB
Sony Corp	TCSF56993076	US8356993076	A30
Embraer SA	TCSF082A1079	US29082A1079	A29
Esperion Therapeutics Inc	TCSF664W1053	US29664W1053	A30
Teladoc Health Inc	TCS8918A1051	US87918A1051	A11
Pacific Biosciences of California	US69404D1081	US69404D1081	SPBXM_OTC
UGI Corp	TCSF26811052	US9026811052	A29
Amicus Therapeutics	TCSF152W1099	US03152W1099	A30
Arcutis Biotherapeutics	BBG00QN8K4M4	ARQT	SPBXM
Twenty-First Century Fox (A)	BBG000NBZ741	FOXAold	SPBXM
Diamondback Energy Inc	TCSF278X1090	US25278X1090	A30
Zynex Inc	TCSF986M1036	US98986M1036	A30
М.Видео	TCS00A0JPGA0	MVID	SPEQ
Solar Senior Capital Ltd	BBG001CGD2R0	SUNS	nasdaq
Box Inc	TCSF316T1043	US10316T1043	A30
Airbnb, Inc	TCSF90661010	US0090661010	A30
Curis	TCS312693094	US2312693094	CRIS
Nintendo	BBG000BLCR07	7974	7974
NetApp	TCSF110D1046	US64110D1046	A29
Adicet Bio, Inc	TCSF70021086	US0070021086	A30
Hornbach Holding AG & Co KGaA	TCSF06083405	DE0006083405	A30
Lear Corp	TCSF18652049	US5218652049	A30
HENDERSON	TCS10A106XF2	HNFG	PSSU
Carl Zeiss Meditec AG	TCSF05313704	DE0005313704	A30
Deutsche Wohnen SE	DE000A0HN5C6	DE000A0HN5C6	SPBXM_OTC
Viking Therapeutics, Inc.	TCSF686J1060	US92686J1060	A30
Levi Strauss & Co	BBG000BQDF10	LEVI	SPBXM
Albertsons Companies	BBG009KG1750	ACI	SPBXM
LUKOIL PJSC	BBG000NN8497	LKOD@GS	SPBXM
Sprout Social	BBG001K1CT23	SPT	SPBXM
Constellation Pharmaceuticals	BBG000R1H6P8	CNST	SPBXM
Уралкуз	BBG002Z691S1	URKZ	TQBR
Teledyne Technologies Inc	BBG000BMT9T6	TDY	SPBXM
Zumiez Inc	TCSF98171015	US9898171015	A29
2U Inc	TCS0214J2006	US90214J2006	A11
Novavax	TCS000024010	NVAX	A25
Twitter	BBG000H6HNW3	TWTR	SPBXM
F5	BBG000CXYSZ6	FFIV	SPBXM
RPC Inc	TCSF96601060	US7496601060	A29
ReWalk Robotics	TCSF11331076	IL0011331076	A29
Voyager Digital	TCSF919V4055	CA92919V4055	A29
Kinetik Holdings	BBG00GCLZ7B8	US02215L2097	KNTK
Amdocs	TCSF22569080	GB0022569080	A30
MasTec, Inc.	TCSF63231090	US5763231090	A29
HUGO BOSS AG	TCSF0A1PHFF7	DE000A1PHFF7	A29
Celanese Corp	TCSF08701034	US1508701034	A30
Deutsche Telekom AG	TCSF05557508	DE0005557508	A30
Texas Roadhouse Inc	BBG000PSJMV7	TXRH	SPBXM
АДР Sumitomo Mitsui Financial Group Inc	TCSF562M2098	US86562M2098	A30
Банк Санкт-Петербург	TCS009100945	BSPB	SMAL
Monro	US6102361010	US6102361010	SPBXM_OTC
Bridgestone	BBG000BG87T6	5108	5108
FTAI Aviation	TCSF730V1059	KYG3730V1059	A29
Essex Property REIT	TCSF71781057	US2971781057	A30
iQIYI Inc	TCSF267X1081	US46267X1081	A29
Guess? Inc	TCSF16171054	US4016171054	A30
Verint Systems Inc	BBG000BCBYT2	VRNT	SPBXM
Oshkosh Corporation	TCSF82392011	US6882392011	A29
American Axle and Manufacturing Holdings, Inc.	BBG000BPYZV2	AXL	AXL
Commercial Vehicle Group, Inc.	BBG000PZ0SW7	CVGI	CVGI
Fate Therapeutics Inc	US31189P1021	US31189P1021	SPBXM_OTC
Yum China Holdings	TCSF850P1093	US98850P1093	A30
CBRE Group	TCSF504L1098	US12504L1098	A30
California Resources Corp	BBG0060B3M63	CRC	CRC
Inari Medical Inc	TCSF332Y1091	US45332Y1091	A30
Annexon Inc	BBG007QVDFG2	ANNX	ANNX
Sabra Health Care REIT	US78573L1061	US78573L1061	SPBXM_OTC
National CineMedia	BBG000Q5VCD4	US6353092066	NCMI
Chesapeake Energy Corporation	BBG000BL4504	CHK	SPBOTC
CRISPR Therapeutics AG	BBG00DBBGRX1	CRSP	SPBXM
Mitek Systems	TCSF67102003	US6067102003	A29
GitLab	TCSF637K1088	US37637K1088	A29
Urban Outfitters	TCSF70471026	US9170471026	A29
Hugo Boss	BBG0HUGOBOSS	BBG0HUGOBOSS	BBG0HUGOBOSS
American Outdoor Brands Inc	TCSF875D1090	US02875D1090	A30
Morningstar	TCSF77001095	US6177001095	A30
MRC Global Inc	BBG000BKLTM1	MRC	SPBXM
АДР SAP	TCSF30542042	US8030542042	A30
Albertsons Companies	TCSF30911037	US0130911037	A29
АДР D-Market	TCSF292B1044	US23292B1044	A29
Bill.com Holdings Inc	TCSF00431000	US0900431000	A29
Laureate Education	BBG00B4Z2YX0	LAUR	LAUR
Grand Canyon Education Inc	US38526M1062	US38526M1062	SPBXM_OTC
Baudax Bio	TCSF160F4046	US07160F4046	A29
Provident Bancorp	BBG00PF4SXH8	PVBC	PVBC
AGNC Investment REIT	US00123Q1040	US00123Q1040	SPBXM_OTC
Adaptimmune Therapeutics АДР	TCS0653A1079	ADAP	SPBXM
SYNNEX Corp	TCSF162W1009	US87162W1009	A30
Ehang Holdings Ltd	BBG00QRFRQC9	US26853E1029	EH
Crown Castle REIT	BBG000FV1Z23	CCI	SPBXM
SPAC Bridgetown Holdings Ltd.	BBG00XLXLPV8	BTWN	BTWN
АДР Tenaris	TCSF031M1099	US88031M1099	A29
Lumen Technologies	TCSF02411037	US5502411037	A29
Мосгорломбард	TCS10A0JVJQ8	MGKL	PSSU
Viatris Inc	BBG00Y4RQNH4	VTRS	SPBXM
Ultra Clean Holdings Inc	US90385V1070	US90385V1070	SPBXM_OTC
Diageo PLC	TCSF243Q2057	US25243Q2057	A30
Ingersoll-Rand	BBG002R1CW27	IR	SPBXM
Dennys Corporation	BBG000BC09P3	DENN	DENN
Theriva Biologics	TCS000BV6QX8	SYN_old	SYN_old
ГДР St Bank of India	TCSF65522039	US8565522039	A29
Banco Bradesco SA	TCSF94603039	US0594603039	A29
Ставропольэнергосбыт - привилегированные акции	BBG000VDT2X4	STSBP	TQBR
Splunk	TCSF86371045	US8486371045	A30
SL Green REIT	TCSF440X8873	US78440X8873	A30
BioMarin Pharmaceutical Inc	TCS1061G1013	US09061G1013	T04
CD Projekt S.A.	BBG00Q9LSC54	OTGLY	OTGLY
IPO Казмунайгаз	ISSUANCEKAZM	ISSUANCEKAZM	ISSUANCEKAZM
Anheuser-Busch InBev	TCSF524A1088	US03524A1088	A29
GO Acquisition Corp	BBG00VTLKG78	GOAC	GOAC
Ingredion Inc	US4571871023	US4571871023	SPBXM_OTC
Paymentus Holdings	US70439P1084	US70439P1084	SPBXM_OTC
Dave & Buster's Entertainment Inc	TCSF83371091	US2383371091	A29
GXO Logistics, Inc.	US36262G1013	US36262G1013	SPBXM_OTC
LiveWire	BBG019STC644	US53838J1051	LVWR
CRISPR Therapeutics AG	TCSF34081137	CH0334081137	A30
Compagnie Financiere Richemont	CH0210483332	CH0210483332	SPBXM_OTC
Endo International PLC	IE00BJ3V9050	IE00BJ3V9050	SPBXM_OTC
Fidelity National Information	US31620M1062	US31620M1062	SPBXM_OTC
Comerica Incorporated	BBG000C75N77	CMA	SPBXM
Shake Shack Inc	US8190471016	US8190471016	SPBXM_OTC
First Republic Bank	BBG0019LSQ49	FRC	SPBXM
WaVe Life Sciences Ltd	BBG00B642V54	SG9999014716	nasdaq
Advance Auto Parts	TCSF751Y1064	US00751Y1064	A30
Angi Inc	BBG00HVKH3Q0	ANGI	SPBXM
Hyatt Hotels Corp	BBG000CVRFS4	H	SPBXM
Invesco	TCSF91BT1088	BMG491BT1088	A30
Cabaletta Bio	TCSF674W1099	US12674W1099	A30
Ventas REIT	BBG000FRVHB9	VTR	SPBXM
IQVIA Holdings Inc	BBG00333FYS2	IQV	SPBXM
Fresenius Medical Care AG & Co	BBG000HDMR99	US3580291066	FMS
Gaming and Leisure Properties REIT	TCSF467J1088	US36467J1088	A30
Ренессанс Страхование	RENAISSANCE2	RENAISSANCE2	RENAISSANCE2
Pilgrim's Pride Corp	TCSF147K1088	US72147K1088	A29
Blink Charging Co	BBG000F9XKN7	BLNK	SPBXM
Nordic American Tankers Ltd	TCS000JK57G6	BMG657731060	BMG657731060
Chart Industries Inc	BBG000P1K2X6	GTLS	SPBXM
Сургутнефтегаз	BBG0047315D0	SNGS	TQBR
Akoustis Technologies, Inc.	TCSF973N1028	US00973N1028	A30
Workhorse Group Inc	US98138J2069	US98138J2069	SPBXM_OTC
МКБ	BBG009GSYN76	CBOM	TQBR
National Instruments	US6365181022	US6365181022	SPBXM_OTC
Positive Technologies Оферта (3 окно)	ISSANCEPOSI3	ISSANCEPOSI3	ISSANCEPOSI3
Boyd Gaming Corp	TCSF33041013	US1033041013	A30
Senseonics Holdings, Inc.	TCSF727U1051	US81727U1051	A30
Mesa Laboratories Inc	US59064R1095	US59064R1095	SPBXM_OTC
Desktop Metal	TCS5058X3035	DM	SPBXM
Hub Group Inc	TCSF33201062	US4433201062	A29
Kroger	US5010441013	US5010441013	SPBXM_OTC
Regeneron Pharmaceuticals	BBG000C734W3	REGN	SPBXM
23andMe	TCSF138Q1085	US90138Q1085	A30
Energy Fuels	TCSF26717083	CA2926717083	A30
Zscaler Inc	US98980G1022	US98980G1022	SPBXM_OTC
AAON	US0003602069	US0003602069	SPBXM_OTC
GrafTech International Ltd	TCSF43135084	US3843135084	A30
Barrett Business Services Inc	TCSF84631080	US0684631080	A29
CITIC Securities	BBG001MM1RL0	6030	SPBHKEX
Burlington Stores Inc	BBG004S641N5	BURL	SPBXM
Faraday Future Intelligent Electric	TCSF73595056	US3073595056	A30
Chevron	US1667641005	US1667641005	SPBXM_OTC
Nurix Therapeutics Inc	TCSF080M1036	US67080M1036	A29
Sight Sciences	BBG006BZHZC7	SGHT	SGHT
Seagate	BBG0113JGQF0	STX	SPBXM
J&J Snack Foods Corp	BBG000BMGPW0	JJSF	SPBXM
Movado Group Inc	US6245801062	US6245801062	SPBXM_OTC
Evercore	TCSF977A1051	US29977A1051	A30
Heidelberg Materials AG	TCSF06047004	DE0006047004	A29
TripAdvisor	BBG001M8HHB7	TRIP	SPBXM
Virgin Galactic Holdings Inc Class A	TCS5766K4031	US92766K4031	US92766K4031_BLA
Beiersdorf AG	TCSF05200000	DE0005200000	A29
S&P Global	TCS8409V1044	US78409V1044	US78409V1044_NDS
MeridianLink	BBG002ZYMKQ5	MLNK	SPBXM
G-III Apparel Group Ltd	BBG000C2YZ60	GIII	GIII
АДР Centessa Pharmaceuticals	BBG01081FC59	CNTA	CNTA
Cyclo Therapeutics	TCS4254X2018	US23254X2018	A11
SunTrust Banks Inc	BBG000BTKGG8	STI	nyse
Karuna Therapeutics Inc	BBG00NN875G0	KRTX	SPBXM
Nokia Oyj	TCSF09000681	FI0009000681	A30
Banco Bilbao Vizcaya Argentaria	BBG000FM6X87	BOY	BOY
Equinix REIT	US29444U7000	US29444U7000	SPBXM_OTC
Kopin Corporation	TCSF06001011	US5006001011	A30
АДР United Microelectronics	TCSF08734057	US9108734057	A29
Romeo Power	BBG00NQ6RNF1	RMO	RMO
Bristol-Myers Squibb	TCSF01221083	US1101221083	A30
ВК	TCS10A106YF0	RU000A106YF0	RU000A106YF0_A22
Ашинский метзавод	BBG000RJWGC4	AMEZ	TQBR
Vermilion Energy	BBG000PL3C78	VET	SPBXM
Evercore	TCSF977A1051	US29977A1051	A29
Pan American Silver Corp	CA6979001089	CA6979001089	SPBXM_OTC
RemeGen	BBG00XZZHVS4	9995	SPBHKEX
Trimble Inc	US8962391004	US8962391004	SPBXM_OTC
CK Infrastructure Holdings	BBG000H3CDH4	1038	SPBHKEX
TimkenSteel	TCSF73991033	US8873991033	A30
Magna International Inc.	TCSF92224011	CA5592224011	A29
Frontline	BBG000BTQNQ6	CY0200352116	FRO
M&T Bank	TCSF261F1049	US55261F1049	A29
Granite Construction Inc	US3873281071	US3873281071	SPBXM_OTC
Stitch Fix	BBG0046L1KL9	SFIX	SPBXM
Check Cap	TCS011336851	IL0011336851	IL0011336851_A11
InflaRx	TCSF12661870	NL0012661870	A30
Interactive Brokers Group Inc	TCSF841N1072	US45841N1072	A29
Techtronic Industries	BBG000BFGXV9	669	SPBHKEX
Twenty-First Century Fox (A)	BBG00JHNJW99	FOXA	SPBXM
Silverback Therapeutics	TCSF835W1080	US82835W1080	A30
O-I Glass	US67098H1041	US67098H1041	SPBXM_OTC
Wal-Mart Stores	TCSF11421039	US9311421039	A29
Vitesco Technologies Group AG	TCSF0VTSC017	DE000VTSC017	A29
Doximity, Inc.	US26622P1075	US26622P1075	SPBXM_OTC
AVX Corp	BBG000BB6F57	AVX	AVX
Telefonica Deutschland	TCSF0A1J5RX9	DE000A1J5RX9	A30
ТГК-2 - акции привилегированные	BBG000Q7GJ60	TGKBP	TQBR
Paramount Global	TCSF556H2067	US92556H2067	A29
EOG Resources	TCSF875P1012	US26875P1012	A29
GlaxoSmithKline PLC	BBG000BLB5N1	GSK_old	nyse
Antero Midstream Corp	TCSF676B1026	US03676B1026	A30
ЕвроТранс	TCS30A1002V2	RU000A1002V2	RU000A1002V2_A21
Enovix	BBG00YC53854	ENVX	SPBXM
McEwen Mining	BBG000BW6CN8	MUX	MUX
Comerica Incorporated	TCSF03401070	US2003401070	A30
Q2 Holdings Inc	TCSF736L1098	US74736L1098	A29
Omeros Corporation	TCSF21431029	US6821431029	A30
Sun Communities REIT	TCSF66741041	US8666741041	A30
АДР AP Moller-Maersk AS	TCS0202F1021	US00202F1021	US00202F1021
Keysight Technologies Inc	US49338L1035	US49338L1035	SPBXM_OTC
Anadarko	BBG000BC40Y8	APC	SPBXM
Fortune Brands Innovations	TCS001B4BV87	FBHS	SPBXM
PetroChina	BBG000BR85F1	PTR	SPBXM
Infineon Technologies AG	BBGINFINTECH	IFX	IFX
Clarus Corp	BBG000C6QPN3	US18270P1093	CLAR
PROS Holdings	TCSF346Y1038	US74346Y1038	A29
Tenable Holdings Inc	TCSF025T1025	US88025T1025	A29
Sitio Royalties	TCSF983N1081	US82983N1081	A30
UnitedHealth	BBG000CH5208	UNH	SPBXM
Optinose	TCSF404V1008	US68404V1008	A30
Wingstop Inc	BBG008N298Y8	WING	SPBXM
CMS Energy Corporation	US1258961002	US1258961002	SPBXM_OTC
ГДР Hon Hai Precision Industry Co., Ltd.	TCSF80908057	US4380908057	A30
Dover	TCSF00031080	US2600031080	A29
Jacobs Solutions	US46982L1089	US46982L1089	SPBXM_OTC
Paychex Inc	US7043261079	US7043261079	SPBXM_OTC
CBL & Associates Properties REIT	TCSF48308785	US1248308785	A30
АбрауДюрсо	BBG002W2FT69	ABRD	TQBR
Wayfair Inc	TCSF419L1017	US94419L1017	A29
Air Transport Services Group, Inc.	TCSF922R1059	US00922R1059	A30
Alstom S.A	BBG000DQ7884	ALO	ALO
Genprex	TCSF24461047	US3724461047	A29
Vector Acquisition Corp II	BBG00Z9FL0F9	VAQC	VAQC
NETGEAR Inc	TCSF111Q1040	US64111Q1040	A30
ЛУКОЙЛ	TCS409024277	RU0009024277	RU0009024277_NSD
First Solar	TCSF64331070	US3364331070	A29
Quanta Services	BBG000BBL8V7	PWR	SPBXM
NetEase	BBG00V6PS1F0	9999	SPBHKEX
Microchip Technology	BBG000BHCP19	MCHP	SPBXM
ПИК	BBG004S68BH6	PIKK	TQBR
Kennametal Inc	BBG000BMWKC5	KMT	SPBXM
SPAC FTAC Olympus Acquisition Corp.	BBG00X0JJ4N1	FTOC	FTOC
Marriott Vacations Worldwide Corporation	TCSF164Y1073	US57164Y1073	A30
Best Buy Co.	TCSF65161014	US0865161014	A29
MSC Industrial Direct Co Inc	TCSF35301064	US5535301064	A30
Ellington Residential Mortgage	TCSF85781078	US2885781078	A29
BWX Technologies	TCSF605H1005	US05605H1005	A29
Gol Linhas Aereas Inteligentes АДР	TCSF045R2067	US38045R2067	A29
iRobot Corp	TCSF27261005	US4627261005	A30
AXA SA	BBG000BC8029	CS	CS
Goldman Sachs	US38141G1040	US38141G1040	SPBXM_OTC
Onto Innovation Inc	BBG000BPRN29	ONTO	SPBXM
Udemy	TCSF26851066	US9026851066	A29
Darling Ingredients Inc	TCSF72661015	US2372661015	A30
Pinnacle Financial Partners In	TCSF346Q1040	US72346Q1040	A29
CohBar	BBG0080L6PG6	US19249J3077	CWBR
Tonix Pharmaceuticals Holding Corp.	TCS000LG8XM5	US8902608541	TNXP
NovoCure Limited	TCSFBYSS4X48	JE00BYSS4X48	A30
Alpine Immune Sciences	TCSF083G1004	US02083G1004	A30
Kyndryl Holdings	TCSF155Q1004	US50155Q1004	A29
Helix Energy Solutions Group	TCSF330P1075	US42330P1075	A29
Medical Properties REIT	US58463J3041	US58463J3041	SPBXM_OTC
Nu Skin Enterprises Inc	BBG000HG21Y3	NUS	SPBXM
Cable One	TCSF685J1051	US12685J1051	A29
Corteva Inc	TCSF052L1044	US22052L1044	A30
LGI Homes Inc	TCSF187T1060	US50187T1060	A30
O-I Glass	TCSF098H1041	US67098H1041	A29
Vanda Pharmaceuticals Inc	TCSF16591084	US9216591084	A29
Upstart Holdings	TCSF680M1071	US91680M1071	A29
Dufry AG	BBG000R2K556	DUFN	DUFN
Encore Capital Group Inc	TCSF25541029	US2925541029	A30
Huami Corp	TCSF945L1052	US98945L1052	A30
Brookfield Asset Management	TCSF30041058	CA1130041058	A29
KT Corporation АДР	BBG000KG5F93	KT	KT
Deere & Company	BBG000BH1NH9	DE	SPBXM
China Merchants Bank	TCSF000002M1	CNE1000002M1	A29
Carter's Inc	TCSF62291097	US1462291097	A29
Tonix Pharmaceuticals Holding Corp.	TCSF02608541	US8902608541	A30
Heron Therapeutics Inc	US4277461020	US4277461020	SPBXM_OTC
Lithium Americas Corp.	BBG01JLDH7S1	LAC	SPBXM
Hims & Hers Health	BBG00Q53VYM7	HIMS	SPBXM
Palo Alto Networks	BBG0014GJCT9	PANW	SPBXM
Arista Networks Inc	US0404131064	US0404131064	SPBXM_OTC
Clover Health Investments, Corp.	TCSF914F1030	US18914F1030	A29
Dolby Laboratories Inc	BBG000DGLTG5	DLB	SPBXM
BEST Inc	TCSF653C6012	US08653C6012	A30
DouYu	TCS0985W1053	US25985W1053	A14
Standex International Corp	US8542311076	US8542311076	SPBXM_OTC
Amazon.com	FAK231351067	AMZN	SPB
Spirit Realty Capital REIT	BBG0027Z6X10	SRC	SPBXM
Adaptive Biotechnologies	TCSF650F1093	US00650F1093	A29
Capital Southwest Corp	BBG000BGJ661	US1405011073	nasdaq
Роснефть	BBG004731354	ROSN	TQBR
Cardinal Health	US14149Y1082	US14149Y1082	SPBXM_OTC
TFS Financial Corp.	TCSF240R1077	US87240R1077	A29
Novo Nordisk A/S	BBG000BQBKR3	US6701002056	nyse
DiamondRock Hospitality REIT	BBG000JKHFP5	DRH	DRH
Star Bulk Carriers Corp.	TCSF162K2046	MHY8162K2046	A29
Truist Financial Corporation	TCSF832Q1094	US89832Q1094	A30
ADDvantage Technologies Group	TCS067433062	US0067433062	US0067433062
BP Prudhoe Bay Royalty Trust	TCSF56301077	US0556301077	A29
National Fuel Gas Company	TCSF61801011	US6361801011	A30
Squarespace, Inc.	TCSF225A1079	US85225A1079	A30
Six Flags Entertainment Corp	TCSF001A1025	US83001A1025	A29
Vertex Pharmaceuticals	BBG000C1S2X2	VRTX	SPBXM
TFS Financial Corp.	BBG000F7GST7	US87240R1077	TFSL
Erste Group Bank AG	TCSF00652011	AT0000652011	A30
McAfee	BBG00XNR7VZ8	MCFE	MCFE
Delta Air Lines	TCSF73617023	US2473617023	A30
STAAR Surgical Co	TCSF23123052	US8523123052	A29
Lumentum Holdings Inc	US55024U1097	US55024U1097	SPBXM_OTC
Takeda Pharmaceutical Co Ltd	TCS140602052	US8740602052	US8740602052_NDS
Escalade	BBG000BJ0H70	ESCA	ESCA
Chegg Inc	TCSF30921096	US1630921096	A30
Pacific Ethanol, Inc	TCS000K4WSD7	PEIXold	PEIXold
OceanPal	MHY6430L1609	MHY6430L1609	MHY6430L1609
B Riley Financial	TCSF580M1080	US05580M1080	A29
CF Industries Holdings	BBG000BWJFZ4	CF	SPBXM
Columbia Sportswear Company	TCSF85161066	US1985161066	A30
WiSA Technologies	TCS00KLHTJY4	WISAold	WISAold
АДР Sumitomo Mitsui Financial Group Inc	TCSF562M2098	US86562M2098	A29
Atmos Energy Corp	TCSF95601058	US0495601058	A29
Adobe	TCS0724F1012	ADBE-RM	FQBR
CyberArk Software Ltd	BBG006Q52QV2	CYBR	SPBXM
Cisco	TCSF275R1023	US17275R1023	A30
Independent Bank Corp	TCSF38361084	US4538361084	A30
Stifel Financial	US8606301021	US8606301021	SPBXM_OTC
Western Union	BBG000BB5373	WU	SPBXM
Calavo Growers Inc	US1282461052	US1282461052	SPBXM_OTC
Pinnacle West Capital	BBG000BRDSX5	PNW	SPBXM
MGM Resorts International	TCSF29531015	US5529531015	A29
ЕвроТранс	TCS00A1002V2	EUTR	TQBR
Daqo New Energy Corp	BBG000Q5T9W3	DQ	DQ
Hallmark Financial Services, Inc.	BBG000D71472	HALL	HALL
Precision BioSciences	TCSF019P1084	US74019P1084	A30
CMS Energy Corporation	TCSF58961002	US1258961002	A30
Soligenix Inc	TCSF42235053	US8342235053	A30
Marriott International	TCSF19032022	US5719032022	A30
InsperIty Inc	TCSF778Q1076	US45778Q1076	A29
TEVA PHARMACEUTICALS	BBG000C0CD58	US8816242098	nyse
Watts Water Technologies Inc	TCSF27491025	US9427491025	A29
DTE Energy Company	BBG000BB29X4	US2333311072	DTE
Community Financial System	TCSF36071064	US2036071064	A29
CF Industries Holdings	TCSF52691001	US1252691001	A30
Wrap Technologies, Inc.	TCSF212N1072	US98212N1072	A29
Simulations Plus Inc.	TCSF92141053	US8292141053	A29
Ollie's Bargain Outlet Holding	BBG0098VVDT9	OLLI	SPBXM
Celsius Holdings	BBG000NY37X4	CELH	SPBXM
Youdao Inc	TCSF741T1043	US98741T1043	A29
Adyen N.V.	BBG00L088N79	NL0012969182	NL0012969182
York Water Co/The	TCSF71841089	US9871841089	A30
McCormick & Co	TCSF97802064	US5797802064	A30
AMN Healthcare Services Inc	TCSF17441017	US0017441017	A29
Dell Technologies Inc	TCSF703L2025	US24703L2025	A29
Paysafe	BBG00YT50779	BMG6964L2062	PSFE
PRA Health Sciences Inc	BBG007387YL8	PRAH	SPBXM
ENN Energy	BBG000N6X3L4	2688	SPBHKEX
Atara Biotherapeutics Inc	TCS465132068	US0465132068	A11
EMCOR Group	TCSF084Q1004	US29084Q1004	A29
Alpha Pro Tech, Ltd.	BBG000C1H7Y2	APT	APT
Astronics Corp	BBG000BCLBY5	ATRO	SPBXM
ТГК-2 - акции привилегированные	TCS00A0JNGT5	TGKBP	SMAL
Brinker International Inc	TCSF96411004	US1096411004	A30
Infineon Technologies AG	DE0006231004	DE0006231004	SPBXM_OTC
Трубная Металлургическая Компания	BBG004TC84Z8	TRMK	TQBR
PG&E	TCSF331C1080	US69331C1080	A30
Meta Platforms	TCSF303M1027	US30303M1027	A30
Oracle	US68389X1054	US68389X1054	SPBXM_OTC
Sylvamo Corp.	TCSF13321029	US8713321029	A30
Encore Capital Group Inc	US2925541029	US2925541029	SPBXM_OTC
Dana Inc	TCSF58252052	US2358252052	A29
Vestas Wind Systems A/S	TCSF54581013	US9254581013	A29
Adecoagro	BBG001DCNPK3	AGRO US	AGRO US
Ault Alliance	BBG00JMZD4P6	US09175M5076	US09175M5076
Akamai Technologies	US00971T1016	US00971T1016	SPBXM_OTC
Mastercard	TCS1636Q1040	US57636Q1040	T04
QIAGEN NV	TCS215001WM6	QGEN	SPBXM
Hexcel Corp	TCSF82911084	US4282911084	A29
АДР 360 DigiTech, Inc.	BBG00MDY4KL0	QFIN	QFIN
First Bancorp	BBG000CYKKX8	FBP	FBP
Kandi Technologies Group Inc	TCS5214E1034	VGG5214E1034	KNDI
ING Groep NV	TCSF11821202	NL0011821202	A29
Abbott	BBG000B9ZXB4	ABT	SPBXM
Qudian Inc	TCSF77981069	US7477981069	A30
Fraport AG Frankfurt Airport Services Worldwide	TCSF05773303	DE0005773303	A29
Credit Acceptance Corp	BBG000CS0D96	CACC	SPBXM
Arrival	TCSF07735342	LU2607735342	A29
Xcel Brands Inc	BBG000BB0JR1	XELB	nasdaq
Софтлайн	TCS00A0ZZBC2	SOFL	TQBR
Apergy Corporation	TCS00JH9TZ56	APY	SPBXM
China Galaxy Securities	BBG004JC5VD6	6881	SPBHKEX
Zuora Inc	BBG000BT3HG5	ZUO	SPBXM
Invesco Mortgage Capital Inc	BBG000GGLZZ7	US46131B7047	IVR
Novan, Inc.	TCSF988N2053	US66988N2053	A29
Cousins Properties REIT	BBG000CW9BM7	CUZ	SPBXM
Costamare Inc	TCSF771G1026	MHY1771G1026	A30
Nautilus Inc	BBG000BRJY75	US63910B1026	NLS
ANI Pharmaceuticals Inc	BBG000KK1L04	ANIP	SPBXM
Dillard's Inc	US2540671011	US2540671011	SPBXM_OTC
Alpha Metallurgical Resources Inc.	TCSF07641061	US0207641061	A29
WellCare Health Plans Inc	BBG000CLVM51	WCG	SPBXM
UroGen Pharma	BBG00GFCC613	URGN	URGN
Skyworks Solutions	BBG000KLB4Q1	SWKS	SPBXM
Carrols Restaurant Group	TCSF574X1046	US14574X1046	A30
Pitney Bowes	TCSF44791007	US7244791007	A29
Expeditors	TCSF21301094	US3021301094	A29
Innovent Biologics	BBG00M8832B5	1801	SPBHKEX
Lennar	TCSF60571048	US5260571048	A29
JetBlue Airways Corp	TCSF71431016	US4771431016	A29
Adaptimmune Therapeutics АДР	TCSF653A1079	US00653A1079	A29
VeriSign	TCSF343E1029	US92343E1029	A29
Genesco Inc	TCSF15321028	US3715321028	A30
Church & Dwight	US1713401024	US1713401024	SPBXM_OTC
TRATON	DE000TRAT0N7	DE000TRAT0N7	SPBXM_OTC
PVH	TCSF36561009	US6936561009	A29
Intercontinental Exchange	TCSF866F1049	US45866F1049	A29
Starboard Value Acquisition Corp	BBG00XH5RMF3	SVAC	SVAC
Southern Copper Corp	TCSF265V1052	US84265V1052	A29
AlloVir	TCSF98181036	US0198181036	A29
VOXX International	TCSF829F1049	US91829F1049	A30
Dave & Buster's Entertainment Inc	BBG001WWJTK5	PLAY	SPBXM
MYR Group Inc	TCSF405W1045	US55405W1045	A29
Zai Lab Ltd	TCSF887Q1040	US98887Q1040	A29
Envista Holdings	TCSF415F1049	US29415F1049	A29
Las Vegas Sands Corp	US5178341070	US5178341070	SPBXM_OTC
Kohl's Corp	TCSF02551043	US5002551043	A29
Cooper-Standard Holdings Inc	TCSF676P1030	US21676P1030	A29
SPS Commerce Inc	US78463M1071	US78463M1071	SPBXM_OTC
Worthington Industries Inc	BBG000HL7499	WOR	SPBXM
Polaris Industries Inc	US7310681025	US7310681025	SPBXM_OTC
АДР MYT Netherlands Parent	TCSF406W1036	US55406W1036	A29
Worthington Steel	TCSF21041012	US9821041012	A29
